date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:06	2592/2592	---M--	200	added ('OK')	image/png	etag:%225fc96315-a20%22	https://freight.cargo.site/t/original/i/a58bad4f78db3c82fd0955a5248213966b65a1752fa3aef1fb6531471ecbe97f/SR_Buttons_v20200614a_OC-21.png	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/a58bad4f78db3c82fd0955a5248213966b65a1752fa3aef1fb6531471ecbe97f/SR_Buttons_v20200614a_OC-21.png	(from https://stickyrice-magazine.com/Volume01-One-In-A-Billion)
18:49:07	12465698/12465698	---M--	200	added ('OK')	image/gif	etag:%225fca3d90-be3622%22	https://freight.cargo.site/t/original/i/3135492e1635d08d906715548d00a262a3c493e6edb9247bffff36d9cd4a7125/SR_Archive_Vol01_v20200615a_OC.gif	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/3135492e1635d08d906715548d00a262a3c493e6edb9247bffff36d9cd4a7125/SR_Archive_Vol01_v20200615a_OC.gif	(from https://stickyrice-magazine.com/Archives)
18:49:08	2523/2523	---M--	200	added ('OK')	image/png	etag:%225fc963b7-9db%22	https://freight.cargo.site/t/original/i/851aa72c093a0019539463b4ec70e27b58587cc5cba93b26e04eb69cf17df32c/SR_Buttons_v20200614a_OC-23.png	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/851aa72c093a0019539463b4ec70e27b58587cc5cba93b26e04eb69cf17df32c/SR_Buttons_v20200614a_OC-23.png	(from https://stickyrice-magazine.com/Volume01-On-Being-Colourblind)
18:49:41	249512/249512	---M--	200	added ('OK')	image/png	etag:%225fcabdd2-3cea8%22	http://freight.cargo.site/w/1250/i/13b2a5d0ba38ccb852a70662cc3f13c221d1c6378377870c43c88b42597a6420/SR_BackToSchool1-min.png	C:/My%20Web%20Sites/test/freight.cargo.site/w/1250/i/13b2a5d0ba38ccb852a70662cc3f13c221d1c6378377870c43c88b42597a6420/SR_BackToSchool1-min.png	(from https://stickyrice-magazine.com/Cheryl-Sim-Curating-a-Life-Through-Art)
18:49:41	2721354/2721354	---M--	200	added ('OK')	image/gif	etag:%225fcacaf1-29864a%22	https://freight.cargo.site/t/original/i/b4623a1009d4561472a451c8432824b36b3fa2c68b3cc1cf18c8a59094a389db/SR_Illus01---4-people.gif	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/b4623a1009d4561472a451c8432824b36b3fa2c68b3cc1cf18c8a59094a389db/SR_Illus01---4-people.gif	(from https://stickyrice-magazine.com/volume01-what-stays-unsaid-in-the-corporate-office)
18:49:42	281237/281237	---M--	200	added ('OK')	image/png	etag:%225fcabdae-44a95%22	https://freight.cargo.site/t/original/i/be976373b7d831083a56aa28d4065675a562c210104d411bb27a412223014bdf/SR_BackToSchool2-2.png	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/be976373b7d831083a56aa28d4065675a562c210104d411bb27a412223014bdf/SR_BackToSchool2-2.png	(from https://stickyrice-magazine.com/Back-to-school-A-teacher-s-thoughts-and-worries)
18:49:42	9465878/9465878	---M--	200	added ('OK')	image/gif	etag:%225fcacaf0-907016%22	https://freight.cargo.site/t/original/i/8a716ed050ed291b0cc6edcf5f156ee6ee49fe830c47ed48c1a9dca3318a4045/SR_Illus03-me-myself-and-i.gif	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/8a716ed050ed291b0cc6edcf5f156ee6ee49fe830c47ed48c1a9dca3318a4045/SR_Illus03-me-myself-and-i.gif	(from https://stickyrice-magazine.com/Volume01-One-In-A-Billion)
18:49:48	1138678/1138678	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd4b-115ff6%22	https://freight.cargo.site/t/original/i/896c6e357bbb438cbe066fa575d000282638dcdd055c8621a42c96de3aebc58a/CQA_LAM1102-min.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/896c6e357bbb438cbe066fa575d000282638dcdd055c8621a42c96de3aebc58a/CQA_LAM1102-min.jpg	(from https://stickyrice-magazine.com/Radical-Compassion-In-The-Face-Of-Violence)
18:49:48	1395866/1395866	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd4b-154c9a%22	https://freight.cargo.site/t/original/i/93ca48cb9a981171fbb9cf731f29dc5561901bbc071539a8d7b3c56a912e4bc7/CQA_LAM0985-min.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/93ca48cb9a981171fbb9cf731f29dc5561901bbc071539a8d7b3c56a912e4bc7/CQA_LAM0985-min.jpg	(from https://stickyrice-magazine.com/Radical-Compassion-In-The-Face-Of-Violence)
18:49:48	848878/848878	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd4b-cf3ee%22	https://freight.cargo.site/t/original/i/e7cff8b74c19c3cc80b8738a36110e07186faa47a265a4f5d7d9c6bf82aab890/CQA_LAM1051-min.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/e7cff8b74c19c3cc80b8738a36110e07186faa47a265a4f5d7d9c6bf82aab890/CQA_LAM1051-min.jpg	(from https://stickyrice-magazine.com/Radical-Compassion-In-The-Face-Of-Violence)
18:49:49	824891/824891	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd4b-c963b%22	https://freight.cargo.site/t/original/i/1021b781a1844da82156d6c00c1ab8dfb41aad89969700f7a9c6be3c6638dbf7/CQA_LAM1122-min.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/1021b781a1844da82156d6c00c1ab8dfb41aad89969700f7a9c6be3c6638dbf7/CQA_LAM1122-min.jpg	(from https://stickyrice-magazine.com/Radical-Compassion-In-The-Face-Of-Violence)
18:49:49	4677450/4677450	---M--	200	added ('OK')	image/gif	etag:%225fcacaf3-475f4a%22	https://freight.cargo.site/t/original/i/0eba38c3ecd170dba3fb9f7b5217ae92afa14cac166f82b229dd92778f6ca7db/SR_Illus02-people-talking-shit.gif	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/0eba38c3ecd170dba3fb9f7b5217ae92afa14cac166f82b229dd92778f6ca7db/SR_Illus02-people-talking-shit.gif	(from https://stickyrice-magazine.com/Volume01-On-Being-Colourblind)
18:49:49	1258948/1258948	---M--	200	added ('OK')	image/jpeg	etag:%225fc6b8a8-1335c4%22	https://freight.cargo.site/t/original/i/17ac73dcaad6ef7901ab47122023261fb1cd88effc7d971456c572f4db50a36d/1920x1080_Lifestyle_01.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/17ac73dcaad6ef7901ab47122023261fb1cd88effc7d971456c572f4db50a36d/1920x1080_Lifestyle_01.jpg	(from https://stickyrice-magazine.com/Catching-Up-With-Friends-Family-1-0)
18:49:49	575250/575250	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd29-8c712%22	https://freight.cargo.site/t/original/i/8e37afecd0dbe987b8190dd3858afcd4c5679667cda3dc4bdf43b371e4f60b33/LFSTYL_LAM0309-min.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/8e37afecd0dbe987b8190dd3858afcd4c5679667cda3dc4bdf43b371e4f60b33/LFSTYL_LAM0309-min.jpg	(from https://stickyrice-magazine.com/The-Asiancy)
18:49:50	201000/201000	---M--	200	added ('OK')	image/jpeg	etag:%225fcabd86-31128%22	https://freight.cargo.site/t/original/i/4c1c5a69eb52af1e37c6e5aca48e02ee23aa253c06f69fa09d64837a294a756a/RedPocket_01_00000-1.jpg	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/4c1c5a69eb52af1e37c6e5aca48e02ee23aa253c06f69fa09d64837a294a756a/RedPocket_01_00000-1.jpg	(from https://stickyrice-magazine.com/Lunar-Traditions)
18:49:51	5882627/5882627	---M--	200	added ('OK')	image/png	etag:%225fcabd29-59c303%22	https://freight.cargo.site/t/original/i/00677c174cbb1ea99f841249f09305a1adbf22cafdbb262949424d5d6de42e40/CROPPED_LS_ASIANCY-min.png	C:/My%20Web%20Sites/test/freight.cargo.site/t/original/i/00677c174cbb1ea99f841249f09305a1adbf22cafdbb262949424d5d6de42e40/CROPPED_LS_ASIANCY-min.png	(from https://stickyrice-magazine.com/The-Asiancy)
